Publication Number,User Label,Publication Date,,Strength,Ultimate Parent
MXPA06002419,Application/Dairy Products,9/1/06,2006,0,"Mondelez International, Inc."
MXPA06011195,Application/Meat Products,1/25/07,2007,0,E.i. Du Pont De Nemours & Company
KR20070059100,Application/Meat Products,6/11/07,2007,0,E.i. Du Pont De Nemours & Company
JP3957121,application/soy sauce,8/15/07,2007,40,Kikkoman Corporation
JP3957132,application/soy sauce,8/15/07,2007,30,Kikkoman Corporation
AU2004262871,Application/Dairy Products,8/30/07,2007,0,Unilever N.v.
KR20070073862,,7/10/07,2007,0,E.i. Du Pont De Nemours & Company
WO2007107490,Application/Meat Products,9/27/07,2007,0,Nestle Sa
CA2594776,,7/20/06,2006,0,E.i. Du Pont De Nemours & Company
CN1491085,Application/Meat Products,4/21/04,2004,0,Unilever N.v.
CN1491284,Application/Meat Products,4/21/04,2004,10,Unilever N.v.
SI1112006,application/pasta,10/31/07,2007,50,Abbott Laboratories
CA2554569,application/confection,8/18/05,2005,0,Archer Daniels Midland Company
AU2006200907,Application/Dairy Products,9/21/06,2006,0,"Mondelez International, Inc."
CN101014254,Application/Dairy Products,8/8/07,2007,10,Unilever N.v.
CN101056548,Application/Meat Products,10/17/07,2007,20,E.i. Du Pont De Nemours & Company
KR20070098738,soy/texture,10/5/07,2007,0,"Mondelez International, Inc."
SG135005,application/soy sauce,9/28/07,2007,10,"Ajinomoto Co., Inc."
US20080171125,application/athletic,7/17/08,2008,30,"Mondelez International, Inc."
US20080181990,application/dressing,7/31/08,2008,30,Archer Daniels Midland Company
US20080182002,soy/deflavor,7/31/08,2008,30,E.i. Du Pont De Nemours & Company
US20080182007,soy/deflavor,7/31/08,2008,20,"Pepsico, Inc."
US20080187631,application/dressing,8/7/08,2008,40,Nestle Sa
US20080193599,application/infant,8/14/08,2008,10,Archer Daniels Midland Company
US20080199590,application/infant,8/21/08,2008,10,E.i. Du Pont De Nemours & Company
US20080206402,soy/deflavor,8/28/08,2008,0,Archer Daniels Midland Company
US20080206411,application/dressing,8/28/08,2008,80,E.i. Du Pont De Nemours & Company
US7404973,Application/Meat Products,7/29/08,2008,40,E.i. Du Pont De Nemours & Company
US7419695,application/confection,9/2/08,2008,50,E.i. Du Pont De Nemours & Company
US20080213456,application/confection,9/4/08,2008,10,Mars Inc
EP1898717,Application/Meat Products,3/19/08,2008,0,E.i. Du Pont De Nemours & Company
WO2008034063,Application/Meat Products,3/20/08,2008,50,E.i. Du Pont De Nemours & Company
EP1903886,Application/Meat Products,4/2/08,2008,0,E.i. Du Pont De Nemours & Company
WO2008046698,application/confection,4/24/08,2008,20,Unilever N.v.
WO2008046729,application/confection,4/24/08,2008,30,Unilever N.v.
WO2008057762,application/dressing,5/15/08,2008,0,"Pepsico, Inc."
WO2008052062,Application/Dairy Products,5/2/08,2008,10,E.i. Du Pont De Nemours & Company
WO2008058891,Application/Dairy Products,5/22/08,2008,0,Unilever N.v.
WO2008062057,,5/29/08,2008,0,"Cargill, Incorporated"
WO2008064224,Application/Meat Products,5/29/08,2008,30,E.i. Du Pont De Nemours & Company
WO2008053902,application/dressing,5/8/08,2008,0,"Fuji Oil Co., Ltd."
JP2008515431,soy/deflavor,5/15/08,2008,10,E.i. Du Pont De Nemours & Company
US20080220143,soy/deflavor,9/11/08,2008,60,E.i. Du Pont De Nemours & Company
US20080233239,Application/Dairy Products,9/25/08,2008,0,Unilever N.v.
US20080233244,Application/Weight Control,9/25/08,2008,30,E.i. Du Pont De Nemours & Company
US20080241316,application/soy sauce,10/2/08,2008,0,Kikkoman Corporation
US20080248167,Application/Meat Products,10/9/08,2008,40,E.i. Du Pont De Nemours & Company
US20080248180,soy/deflavor,10/9/08,2008,50,"Pepsico, Inc."
US20080254167,Application/Meat Products,10/16/08,2008,30,E.i. Du Pont De Nemours & Company
US20080254168,application/dressing,10/16/08,2008,40,E.i. Du Pont De Nemours & Company
US20080254199,soy/texture,10/16/08,2008,20,E.i. Du Pont De Nemours & Company
US7431955,Application/Athletic,10/7/08,2008,80,"General Mills, Inc."
KR20030005107,,1/15/03,2003,0,"Protein Polymer Technologies, Inc."
CN1839710,soy/deflavor,10/4/06,2006,0,"Ajinomoto Co., Inc."
CN1754457,Application/Weight Control,4/5/06,2006,0,"Ajinomoto Co., Inc."
JP2007222068,application/soy sauce,9/6/07,2007,0,Kikkoman Corporation
JP2007228919,application/soy sauce,9/13/07,2007,0,Yamasa Corporation
CN101031208,Application/Dairy Products,9/5/07,2007,10,Nestle Sa
WO2008005033,application/infant,1/10/08,2008,20,Abbott Laboratories
JP2007252242,application/soy sauce,10/4/07,2007,0,Kikkoman Corporation
CN101060793,application/soy sauce,10/24/07,2007,0,Kikkoman Corporation
CN101072512,application/dressing,11/14/07,2007,10,E.i. Du Pont De Nemours & Company
JP2007289019,soy/deflavor,11/8/07,2007,0,"Ajinomoto Co., Inc."
JP2007289143,,11/8/07,2007,0,Yamasa Corporation
US20080260893,application/infant,10/23/08,2008,60,Mars Inc
US20080260896,soy/texture,10/23/08,2008,50,Archer Daniels Midland Company
US20080260902,soy/texture,10/23/08,2008,20,"Cargill, Incorporated"
US20080260908,,10/23/08,2008,10,"Pepsico, Inc."
US20080260913,Application/Meat Products,10/23/08,2008,50,E.i. Du Pont De Nemours & Company
US20080260928,,10/23/08,2008,70,"Mondelez International, Inc."
US20080268102,Application/Athletic,10/30/08,2008,0,Unilever N.v.
US20080268112,Application/Meat Products,10/30/08,2008,40,E.i. Du Pont De Nemours & Company
US7442400,Application/Athletic,10/28/08,2008,20,Unilever N.v.
US20080274233,Application/Dairy Products,11/6/08,2008,0,Unilever N.v.
WO2008094829,soy/deflavor,8/7/08,2008,0,"Pepsico, Inc."
AU2005231412,Application/Meat Products,9/11/08,2008,0,E.i. Du Pont De Nemours & Company
WO2008085293,Application/Meat Products,7/17/08,2008,10,Nestle Sa
WO2008074600,Application/Dairy Products,6/26/08,2008,0,Unilever N.v.
WO2008105352,,9/4/08,2008,0,"Fuji Oil Co., Ltd."
WO2008113663,Application/Dairy Products,9/25/08,2008,0,Unilever N.v.
WO2008113665,Application/Dairy Products,9/25/08,2008,0,Unilever N.v.
RU2328872,soy/deflavor,7/20/08,2008,10,"Mondelez International, Inc."
WO2008124253,soy/deflavor,10/16/08,2008,10,"Pepsico, Inc."
WO2008124370,Application/Meat Products,10/16/08,2008,20,E.i. Du Pont De Nemours & Company
WO2008085840,application/confection,7/17/08,2008,20,Monsanto Company
WO2008124576,,10/16/08,2008,0,E.i. Du Pont De Nemours & Company
WO2008124629,Application/Meat Products,10/16/08,2008,10,E.i. Du Pont De Nemours & Company
US20080280008,soy/deflavor,11/13/08,2008,40,"Cargill, Incorporated"
CN101257803,application/soy sauce,9/3/08,2008,10,Kikkoman Corporation
WO2008131989,Application/Dairy Products,11/6/08,2008,0,Unilever N.v.
WO2008132017,Application/Athletic,11/6/08,2008,0,Unilever N.v.
US20080299267,application/pasta,12/4/08,2008,0,Unilever N.v.
WO2008081800,application/soy sauce,7/10/08,2008,0,Kikkoman Corporation
WO2008083117,Application/Meat Products,7/10/08,2008,10,E.i. Du Pont De Nemours & Company
WO2008085841,application/confection,7/17/08,2008,40,Monsanto Company
WO2008088973,application/athletic,7/24/08,2008,20,"Mondelez International, Inc."
WO2008092552,Application/Dairy Products,8/7/08,2008,0,Koninklijke Dsm Nv
US20080305212,,12/11/08,2008,40,E.i. Du Pont De Nemours & Company
US20080305215,application/confection,12/11/08,2008,20,"General Mills, Inc."
WO2008031660,application/dressing,3/20/08,2008,10,Nestle Sa
WO2008091821,soy/deflavor,7/31/08,2008,20,"Pepsico, Inc."
WO2008141233,Application/Dairy Products,11/20/08,2008,10,Nestle Sa
US20080311247,application/pasta,12/18/08,2008,10,Unilever N.v.
US20080311248,application/pasta,12/18/08,2008,10,Unilever N.v.
US20080311249,application/pasta,12/18/08,2008,10,Unilever N.v.
US20080311250,application/pasta,12/18/08,2008,10,Unilever N.v.
US20080311251,application/pasta,12/18/08,2008,10,Unilever N.v.
US20090004347,Application/Weight Control,1/1/09,2009,40,Koninklijke Dsm Nv
WO2008046865,,4/24/08,2008,10,Nestle Sa
WO2008151850,application/pasta,12/18/08,2008,20,Unilever N.v.
WO2008151852,application/pasta,12/18/08,2008,20,Unilever N.v.
WO2008151853,application/pasta,12/18/08,2008,0,Unilever N.v.
WO2008151854,application/pasta,12/18/08,2008,0,Unilever N.v.
US20090011077,application/infant,1/8/09,2009,30,Nestle Sa
US20090011078,application/infant,1/8/09,2009,20,Abbott Laboratories
US20090011083,application/dairy products,1/8/09,2009,10,E.i. Du Pont De Nemours & Company
US20090011103,Application/Dairy Products,1/8/09,2009,0,Unilever N.v.
JP2008543343,soy/deflavor,12/4/08,2008,10,E.i. Du Pont De Nemours & Company
NZ549974,Application/Meat Products,11/28/08,2008,10,E.i. Du Pont De Nemours & Company
NZ554075,soy/solubilize,9/26/08,2008,10,"Mondelez International, Inc."
WO2009001063,application/confection,12/31/08,2008,20,"Mondelez International, Inc."
WO2009001068,application/confection,12/31/08,2008,10,"Mondelez International, Inc."
WO2008094434,application/dressing,1/8/09,2009,10,Archer Daniels Midland Company
WO2009003831,,1/8/09,2009,0,Unilever N.v.
WO2009006144,,1/8/09,2009,0,Abbott Laboratories
US20090029007,,1/29/09,2009,30,Nestle Sa
WO2004111220,,12/23/04,2004,30,Novo Nordisk Fonden
US20090035437,soy/deflavor,2/5/09,2009,80,Nestle Sa
US20090035440,application/confection,2/5/09,2009,40,Unilever N.v.
AU2005326927,application/pasta,1/8/09,2009,10,E.i. Du Pont De Nemours & Company
MX2007014419,,2/11/08,2008,0,"Cargill, Incorporated"
US20090041895,soy/deflavor,2/12/09,2009,0,Novo Nordisk Fonden
US20090061048,,3/5/09,2009,80,"Pepsico, Inc."
US20090061068,application/dressing,3/5/09,2009,30,Unilever N.v.
WO2008124569,Application/Meat Products,10/16/08,2008,0,E.i. Du Pont De Nemours & Company
WO2008133894,soy/texture,11/6/08,2008,0,Archer Daniels Midland Company
US20090068318,application/confection,3/12/09,2009,20,"Fuji Oil Co., Ltd."
CN101336076,soy/deflavor,12/31/08,2008,0,"Fuji Oil Co., Ltd."
WO2008131008,application/confection,10/30/08,2008,20,E.i. Du Pont De Nemours & Company
US20090074912,Application/Dairy Products,3/19/09,2009,10,Unilever N.v.
US20090074935,application/dressing,3/19/09,2009,60,"Pepsico, Inc."
US20090081351,Application/Dairy Products,3/26/09,2009,10,Unilever N.v.
US20090081354,,3/26/09,2009,20,E.i. Du Pont De Nemours & Company
WO2008157629,application/confection,12/24/08,2008,30,Koninklijke Dsm Nv
WO2009016018,application/confection,2/5/09,2009,20,Unilever N.v.
US20090087536,Application/Meat Products,4/2/09,2009,10,E.i. Du Pont De Nemours & Company
WO2008151851,application/pasta,12/18/08,2008,50,Unilever N.v.
WO2009018548,,3/19/09,2009,50,E.i. Du Pont De Nemours & Company
US20090092713,application/confection,4/9/09,2009,40,"Fuji Oil Co., Ltd."
WO2008124252,soy/texture,10/16/08,2008,10,"Pepsico, Inc."
WO2009029406,,3/5/09,2009,30,"Pepsico, Inc."
CN100469257,soy/solubilize,3/18/09,2009,30,"Fuji Oil Co., Ltd."
US20090098246,application/soy sauce,4/16/09,2009,0,Kikkoman Corporation
US20090110800,application/confection,4/30/09,2009,70,Monsanto Company
US20090117231,application/dairy products,5/7/09,2009,10,E.i. Du Pont De Nemours & Company
US7524526,soy/solubilize,4/28/09,2009,30,Archer Daniels Midland Company
RU2344619,,1/27/09,2009,30,Nestle Sa
AU2005326927,application/pasta,10/5/06,2006,0,E.i. Du Pont De Nemours & Company
AU2006218673,Application/Meat Products,9/8/06,2006,0,E.i. Du Pont De Nemours & Company
AU2006218673,Application/Meat Products,9/8/06,2006,0,E.i. Du Pont De Nemours & Company
CA2554315,Application/Meat Products,9/1/05,2005,0,Unilever N.v.
CA2560495,application/pasta,9/21/05,2005,0,E.i. Du Pont De Nemours & Company
CA2560990,,10/20/05,2005,0,E.i. Du Pont De Nemours & Company
CA2623960,application/athletic,4/12/07,2007,0,Archer Daniels Midland Company
CN1747661,Soy/Defatting,3/15/06,2006,10,Koninklijke Dsm Nv
CN1750763,application/pasta,3/22/06,2006,10,Unilever N.v.
CN1753626,,3/29/06,2006,10,Unilever N.v.
CN100448373,,1/7/09,2009,40,"Ajinomoto Co., Inc."
CN101052309,soy/deflavor,10/10/07,2007,10,"Mondelez International, Inc."
CN101150963,application/soy sauce,3/26/08,2008,0,"Ajinomoto Co., Inc."
CN101163418,application/dressing,4/16/08,2008,0,Nestle Sa
CN101166425,soy/deflavor,4/23/08,2008,20,"Cargill, Incorporated"
CN101170912,application/confection,4/30/08,2008,20,Mars Inc
CN101184403,soy/deflavor,5/21/08,2008,20,"Fuji Oil Co., Ltd."
CN101203146,Application/Meat Products,6/18/08,2008,10,"Cargill, Incorporated"
CN101217887,application/dairy products,7/9/08,2008,10,E.i. Du Pont De Nemours & Company
CN101237784,application/soy sauce,8/6/08,2008,0,Kikkoman Corporation
CN101287382,soy/deflavor,10/15/08,2008,40,Koninklijke Dsm Nv
CN101291589,application/dressing,10/22/08,2008,10,E.i. Du Pont De Nemours & Company
CN101312665,application/athletic,11/26/08,2008,0,Unilever N.v.
CN101321473,Application/Dairy Products,12/10/08,2008,20,"Cargill, Incorporated"
CZ297001,,8/16/06,2006,10,Unilever N.v.
GB1312886,Application/Meat Products,4/11/73,1973,0,"Mondelez International, Inc."
JP3822162,application/soy sauce,9/13/06,2006,20,Yamasa Corporation
JP3824300,application/soy sauce,9/20/06,2006,20,Kikkoman Corporation
JP3827289,application/soy sauce,9/27/06,2006,20,Kikkoman Corporation
JP3827300,application/soy sauce,9/27/06,2006,20,Kikkoman Corporation
JP3839249,application/soy sauce,11/1/06,2006,30,Kikkoman Corporation
JP3840334,application/soy sauce,11/1/06,2006,40,"Ajinomoto Co., Inc."
JP2008113636,application/dressing,5/22/08,2008,0,"Fuji Oil Co., Ltd."
JP2008167660,application/soy sauce,7/24/08,2008,0,Kikkoman Corporation
JP2008212074,soy/deflavor,9/18/08,2008,0,"Fuji Oil Co., Ltd."
JP2008505647,soy/deflavor,2/28/08,2008,10,Monsanto Company
JP2008506393,,3/6/08,2008,10,The Procter & Gamble Company
JP2008509707,Application/Meat Products,4/3/08,2008,10,E.i. Du Pont De Nemours & Company
JP2008531054,soy/deflavor,8/14/08,2008,10,E.i. Du Pont De Nemours & Company
KR20000005290,Application/Meat Products,1/25/00,2000,0,E.i. Du Pont De Nemours & Company
KR20010085211,,9/7/01,2001,0,"Protein Polymer Technologies, Inc."
KR20010086588,soy/deflavor,9/13/01,2001,0,"Protein Polymer Technologies, Inc."
KR20020027216,Application/Dairy Products,4/13/02,2002,0,"Mondelez International, Inc."
KR20040050858,,6/17/04,2004,0,"Ajinomoto Co., Inc."
KR20050025177,soy/solubilize,3/11/05,2005,0,E.i. Du Pont De Nemours & Company
KR20050092204,application/pasta,9/21/05,2005,0,E.i. Du Pont De Nemours & Company
KR20050098066,soy/deflavor,10/11/05,2005,0,E.i. Du Pont De Nemours & Company
KR20050103299,soy/solubilize,10/28/05,2005,0,Unilever N.v.
KR20050115359,,12/7/05,2005,0,E.i. Du Pont De Nemours & Company
KR20080003188,application/dairy products,1/7/08,2008,0,E.i. Du Pont De Nemours & Company
KR20080032020,,4/14/08,2008,0,E.i. Du Pont De Nemours & Company
KR20080080162,soy/solubilize,9/2/08,2008,0,Novo Nordisk Fonden
MXPA06015166,Application/Meat Products,3/27/07,2007,0,"Mondelez International, Inc."
MX2007001687,Application/Meat Products,4/23/07,2007,0,E.i. Du Pont De Nemours & Company
MX2007003149,soy/solubilize,5/16/07,2007,0,"Mondelez International, Inc."
MX2007003799,soy/solubilize,6/5/07,2007,0,Nestle Sa
MX2007003960,,3/4/08,2008,0,E.i. Du Pont De Nemours & Company
MX2007006946,soy/solubilize,6/25/07,2007,0,E.i. Du Pont De Nemours & Company
MX2007015223,Application/Meat Products,2/21/08,2008,0,E.i. Du Pont De Nemours & Company
RU2280374,Application/Meat Products,7/27/06,2006,10,"Mondelez International, Inc."
US3814824,soy/deflavor,6/4/74,1974,20,The Procter & Gamble Company
US3689279,,9/5/72,1972,20,The Procter & Gamble Company
US3687687,Application/Meat Products,8/29/72,1972,10,The Procter & Gamble Company
US3687686,Application/Meat Products,8/29/72,1972,10,The Procter & Gamble Company
US3682647,,8/8/72,1972,0,The Procter & Gamble Company
US3653912,,4/4/72,1972,10,"General Mills, Inc."
US3649293,soy/solubilize,3/14/72,1972,20,Nestle Sa
US3645746,soy/solubilize,2/29/72,1972,10,Archer Daniels Midland Company
WO2009059890,,5/14/09,2009,0,Unilever N.v.
WO2009061892,,5/14/09,2009,0,E.i. Du Pont De Nemours & Company
WO2009065722,Application/Dairy Products,5/28/09,2009,0,Unilever N.v.
WO2009065723,application/soy sauce,5/28/09,2009,0,Unilever N.v.
WO2009065724,application/soy sauce,5/28/09,2009,0,Unilever N.v.
WO2009065725,application/soy sauce,5/28/09,2009,0,Unilever N.v.
US20090123629,soy/deflavor,5/14/09,2009,40,E.i. Du Pont De Nemours & Company
US20090123633,application/confection,5/14/09,2009,50,"Fuji Oil Co., Ltd."
US20090123638,soy/defatting,5/14/09,2009,30,"Cargill, Incorporated"
US20090130248,application/dressing,5/21/09,2009,20,Nestle Sa
US20090148583,application/pasta,6/11/09,2009,10,Unilever N.v.
US20090155407,application/athletic,6/18/09,2009,10,Unilever N.v.
US20090155447,,6/18/09,2009,10,E.i. Du Pont De Nemours & Company
US20090155448,soy/texture,6/18/09,2009,10,E.i. Du Pont De Nemours & Company
US7547458,application/infant,6/16/09,2009,20,Unilever N.v.
WO2009073397,Application/Meat Products,6/11/09,2009,60,Monsanto Company
US20090162479,application/soy sauce,6/25/09,2009,0,Kikkoman Corporation
WO2009076131,application/infant,6/18/09,2009,30,E.i. Du Pont De Nemours & Company
WO2009076135,,6/18/09,2009,0,E.i. Du Pont De Nemours & Company
WO2009076136,soy/texture,6/18/09,2009,0,E.i. Du Pont De Nemours & Company
CN100500028,application/soy sauce,6/17/09,2009,30,"Ajinomoto Co., Inc."
US20090176001,soy/texture,7/9/09,2009,0,E.i. Du Pont De Nemours & Company
US7556836,soy/texture,7/7/09,2009,60,E.i. Du Pont De Nemours & Company
WO2009060678,,5/14/09,2009,0,"Fuji Oil Co., Ltd."
JP2009521943,soy/deflavor,6/11/09,2009,10,Novo Nordisk Fonden
US20090186118,,7/23/09,2009,0,Unilever N.v.
US20090186119,,7/23/09,2009,0,Unilever N.v.
CN101472486,application/soy sauce,7/1/09,2009,0,Kikkoman Corporation
EP1377176,soy/solubilize,7/29/09,2009,50,E.i. Du Pont De Nemours & Company
US20090196950,Application/Meat Products,8/6/09,2009,30,Monsanto Company
WO2009086047,soy/solubilize,7/9/09,2009,0,E.i. Du Pont De Nemours & Company
US20090202696,application/soy sauce,8/13/09,2009,0,Kikkoman Corporation
WO2009097403,,8/6/09,2009,20,Monsanto Company
AU780832,Soy/Defatting,4/21/05,2005,10,"Mondelez International, Inc."
AU784059,,1/19/06,2006,10,"Mondelez International, Inc."
AU2002254573,,9/7/06,2006,10,E.i. Du Pont De Nemours & Company
AU2002255569,Application/Meat Products,10/19/06,2006,20,E.i. Du Pont De Nemours & Company
AU2006227120,Application/Meat Products,9/28/06,2006,0,E.i. Du Pont De Nemours & Company
AU2006270016,Application/Meat Products,1/25/07,2007,0,E.i. Du Pont De Nemours & Company
AU2006299622,application/athletic,4/12/07,2007,0,Archer Daniels Midland Company
CN1488275,application/dressing,4/14/04,2004,0,"Fuji Oil Co., Ltd."
CN1551730,soy/solubilize,12/1/04,2004,10,"Fuji Oil Co., Ltd."
CN1553775,Application/Meat Products,12/8/04,2004,0,Nestle Sa
CN1596689,soy/deflavor,3/23/05,2005,10,"Mondelez International, Inc."
CN1717184,application/infant,1/4/06,2006,30,Abbott Laboratories
CN1738540,soy/solubilize,2/22/06,2006,0,"Fuji Oil Co., Ltd."
CN101242744,soy/solubilize,8/13/08,2008,10,E.i. Du Pont De Nemours & Company
CN101242747,application/soy sauce,8/13/08,2008,0,Kikkoman Corporation
CN101262778,soy/deflavor,9/10/08,2008,20,E.i. Du Pont De Nemours & Company
CZ279064,soy/solubilize,12/15/94,1994,20,Monsanto Company
CZ9301797,soy/deflavor,3/16/94,1994,0,Nestle Sa
EP1900292,application/dressing,3/19/08,2008,20,Nestle Sa
EP1912519,soy/solubilize,4/23/08,2008,0,Novo Nordisk Fonden
EP1920666,application/soy sauce,5/14/08,2008,10,Kikkoman Corporation
EP1922939,,5/21/08,2008,0,"Ajinomoto Co., Inc."
EP1924153,soy/solubilize,5/28/08,2008,20,E.i. Du Pont De Nemours & Company
EP1925212,,5/28/08,2008,0,"Mondelez International, Inc."
EP1929883,application/soy sauce,6/11/08,2008,10,Kikkoman Corporation
EP1932430,Application/Dairy Products,6/18/08,2008,0,"Mondelez International, Inc."
EP1937082,application/athletic,7/2/08,2008,0,Archer Daniels Midland Company
EP1955597,Application/Dairy Products,8/13/08,2008,0,Koninklijke Dsm Nv
EP1967077,,9/10/08,2008,0,Unilever N.v.
EP1967077,application/confection,10/1/08,2008,0,Unilever N.v.
EP1971229,soy/solubilize,9/24/08,2008,0,Novo Nordisk Fonden
EP1972205,,9/24/08,2008,0,Kikkoman Corporation
EP1992231,,11/19/08,2008,20,"Fuji Oil Co., Ltd."
EP2005838,application/pasta,12/24/08,2008,30,Unilever N.v.
EP2005839,application/pasta,12/24/08,2008,0,Unilever N.v.
EP2005843,,12/24/08,2008,10,Unilever N.v.
EP2005844,application/pasta,12/24/08,2008,10,Unilever N.v.
